"Variable_Name","Name_Length","Code_Display","Code length","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Data_length","Dataset","Subset","Group","Sub-group","Set_group_order","Hash_calc","Version_or_questions","Display_Label","Code_synon","MinVal","MaxVal","DSSAT_var","ICASA_standard","AgMIP_data_entry","AgMIP-rating","DSSAT-rating","APSIM-rating","CropSyst","","","","","","","","","",""
"corm_population","15","O#AD","4","OnoAD","","","Corm","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Corm no #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"pod_number","10","PD#AD","5","PDnoAD","","","Pod number","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Pod no #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"panicle_number","14","PN#AD","5","PNnoAD","","","Panicle number","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","PANICLE #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"shoot_(apex)_number","19","S#AD","4","SnoAD","","","Shoot (apex) number","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","SHOOT NO #/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"tiller_number","13","T#AD","4","TnoAD","","","Tiller number","number/m2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","TILLER NO.#/m2",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_number_per_plant","22","G#PD","4","GnoPD","","","Grain number per plant","number/plant","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","GRAIN NO #/plant",".","0","","","1","-1","","","","","","","","","","","","","",""
"shoot_apex_num_per_plant","24","S#PD","4","SnoPD","","","Shoot (apex) number per plant","number/plant","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","SHOOT NO #/plant","A#PD","0","","","1","-1","","","","","","","","","","","","","",""
"spikelet_number","15","SP#P","4","SPnoP","","","Spikelet number","number/plant","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","SPIKELETS #/plant",".","0","","","1","-1","","","","","","","","","","","","","",""
"tiller_number_per_plant","23","T#PD","4","TnoPD","","","Tiller number per plant","number/plant","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","TILLER NO.#/plant",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_number_per_shoot","22","G#SD","4","GnoSD","","","Grain number per shoot","number/shoot","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","GRAIN NO #shoot",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_number_per_ear","20","G#ED","4","GnoED","","","Grain number per ear","number/ear","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","2019-06-18, CHP","GRAIN NO #EAR",".","0","","","1","-1","","","","","","","","","","","","","",""
"partitioning_of_wt_shoot","24","PTF","3","PTF","","","Partitioning of weight to shoot","ratio","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","SHOOT FRACTION","PRSD","","","D","1","-1","","","","","","","","","","","","","",""
"harvest_index","13","HIAD","4","HIAD","","","Harvest index on sampling date","unitless","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","HARVEST INDEX",".","0","0.8","","1","-1","","","","","","","","","","","","","",""
"pod_harvest_index","17","HIPD","4","HIPD","","","Pod, panicle, ear or head harvest index","unitless","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Pod index",".","0","0.8","","1","-1","","","","","","","","","","","","","",""
"sucrose_harvest_index","21","SUID","4","SUID","","","Sucrose harvest index","unitless","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH","2511","1","","Sucrose index",".","0","0.8","","1","-1","","","","","","","","","","","","","",""
"treatment_lev_ID","16","OBS_TRT_ID","10","OBS_TRT_ID","1","1","Treatment id for observed data, unique internal ID","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"year","4","YEAR","4","fd_YEAR","2","1","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"day","3","DAY","3","fd_DAY","3","1","Day of year, or if year = -99 then DAP or DAH","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","0","","","","0","366","","1","-2","","","","","","","","","","","","","",""
"chaff_N_concentration","21","CHN%","4","CHNPC","","","Chaff N concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","CHAFF N %",".","0","20","","1","-1","","","","","","","","","","","","","",""
"tops_N_concentration","20","CN%D","4","CNPCD","","","Tops (i.e., canopy) N concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","TOPS N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_protein_concentration","26","CPR%D","5","CPRPCD","","","Tops (i.e., canopy) protein concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","PROTEIN %",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_N_conc","12","GN%D","4","GNPCD","","","Grain N concentration on sampling date","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","GRAIN N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_protein_concentration","27","GPR%D","5","GPRPCD","","","Grain protein concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","GR PROTEIN %",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_N_concentration","20","LN%D","4","LNPCD","","","Leaf N concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","LEAF N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"shaded_leaf_N_conc","18","N%HN","4","NPCHN","","","Nitrogen concentration in shaded leaves, noon","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","NOON N,SHADE %",".","0","","D","1","-1","","","","","","","","","","","","","",""
"sunlit_leaf_N_conc","18","N%LN","4","NPCLN","","","Nitrogen sunlit leaves, noon","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","NOON N,LIgHT %",".","0","","D","1","-1","","","","","","","","","","","","","",""
"root_N_concentration","20","RN%D","4","RNPCD","","","Root N concentration  on sampling day","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","ROOT N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"pod_N_conc","10","PODND","5","PODND","","","Pod N concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","2021-02-04,chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"shell_N_conc","12","SHND","4","SHND","","","Shell N concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Shell N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"stem_N_conc","11","SN%D","4","SNPCD","","","Stem N concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","STEM N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_N_conc","12","UN%D","4","UNPCD","","","Tuber N concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Tuber N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"veg_stem_leaf_N_conc","20","VN%D","4","VNPCD","","","Veg (stem+leaf) N concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Veg N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"specific_leaf_N","15","SLND","4","SLND","","","Specific leaf N","g/cm2","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","SPECIFIC LF N",".","0","","","1","-1","","","","","","","","","","","","","",""
"reserve_N_per_plant","19","RSVN","4","RSVN","","","Reserve N","g/[plant]","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","do we need per plant variable?","Reserve N g/p",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_N","6","CNAD","4","CNAD","","","Nitrogen in above ground plant parts","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","CROP N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_fixed","7","NFXC","4","NFXC","","","N fixed","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","N Fixed kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_uptake_cumulative","19","NUAD","4","NUAD","","","N uptake, cumulative","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","Really cumulative","N Uptake kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_uptake","8","NUPC","4","NUPC","","","N uptake","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","NUAC","N Uptake kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"reserve_N","9","RSNAD","5","RSNAD","","","Reserve N","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Reserve N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_(ie_canopy)_N","18","TNAD","4","TNAD","","","Tops (ie canopy) N","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","TOPS N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_stem_leaf_N","17","TUNA","4","TUNA","","","Tuber+stem+leaf N","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Total N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_N","7","UNAD","4","UNAD","","","Tuber N","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Tuber N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"vegetative_N_content","20","VNAD","4","VNAD","","","Veg (stem+leaf) N","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Vege N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"fruit_N_content","15","FRNAD","5","FRNAD","","","Fruit N","kg[N]/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","",".","0","","","1","-1","","","","","","","","","","","","","",""
"chaff_N_content","15","CHNAD","5","CHNAD","","","Chaff N","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","CHAFF N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_N","7","GNAD","4","GNAD","","","Grain N","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","GRAIN N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_N","6","LNAD","4","LNAD","","","Leaf N","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","LEAF N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"green_leaf_N","12","LGNAD","","LGNAD","","","Leaf N of green leaves","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","","","","","","","","","","","","","","","","","","","","",""
"dead_leaf_N","11","LDNAD","","LDNAD","","","Leaf N of dead (senesced) leaves","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","","","","","","","","","","","","","","","","","","","","",""
"root_N","6","RNAD","4","RNAD","","","Root N on sampling day","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","ROOT N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"stem_N","6","SNAD","4","SNAD","","","Stem N","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Stem N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"dead_N_increment","16","DNAG","4","DNAG","","","Dead N increment","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","DEAD N kg/(ha.d)",".","0","","D","0","-1","","","","","","","","","","","","","",""
"N_fixation_rate","15","NFXD","4","NFXD","","","N fixation rate","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","N Fixed kg/(ha.d)",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_uptake_rate","13","RNUA","4","RNUA","","","N uptake rate","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","NUptake kg/(ha.d)",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_factor_for_leaf_growth","24","NFGD","4","NFGD","","","N factor for leaf growth (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","N FACTOR,gROWTH",".","0","1","D","0","-1","","","","","","","","","","","","","",""
"N_factor_photosynthesis","23","NFPD","4","NFPD","","","N factor for photosynthesis (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","N FACTOR,PHOTSN","","0","1","D","0","-1","","","","","","","","","","","","","",""
"N_factor_for_senescence","23","NFSD","4","NFSD","","","N factor for senescence (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","N FACTOR,SENES",".","0","1","D","0","-1","","","","","","","","","","","","","",""
"N_factor_for_tillering","22","NFTID","5","NFTID","","","N factor for tillering (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","N FACTOR,TILLER","NFTD","0","1","D","0","-1","","","","","","","","","","","","","",""
"N_uptake_to_demand_ratio","24","NUPR","4","NUPR","","","N uptake to demand ratio","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","N upt demand",".","","","D","0","-1","","","","","","","","","","","","","",""
"leaf_critical_N_factor","22","LCNF","4","LCNF","","","Leaf critical N factor","ratio","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Leaf Crit N Fac",".","","","","1","-1","","","","","","","","","","","","","",""
"roots_critical_N_factor","23","RCNF","4","RCNF","","","Roots critical [N] factor","ratio","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Roots Crit N Fc",".","","","D","0","-1","","","","","","","","","","","","","",""
"stem_critical_N_factor","22","SCNF","4","SCNF","","","Stem critical N factor","ratio","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","Stem Crit N Fac",".","","","D","0","-1","","","","","","","","","","","","","",""
"N_factor_for_N_uptake","21","NFUD","4","NFUD","","","N factor for N uptake","unitless","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","N FACTOR,UPTAKE",".","0","","D","0","-1","","","","","","","","","","","","","",""
"nitrogen_harvest_index","22","NHID","4","NHID","","","Harvest index for N on sampling date","unitless","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN","2512","1","","HARVEST N INDEX",".","0","","","1","-1","","","","","","","","","","","","","",""
"treatment_lev_ID","16","OBS_TRT_ID","10","OBS_TRT_ID","1","1","Treatment id for observed data, unique internal ID","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"year","4","YEAR","4","fd_YEAR","2","1","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"day","3","DAY","3","fd_DAY","3","1","Day of year, or if year = -99 then DAP or DAH","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","0","","","","0","366","","1","-2","","","","","","","","","","","","","",""
"chaff_P_concentration","21","CHP%","4","CHPPC","","","Chaff phosphorus concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_P_concentration","20","CP%D","4","CPPCD","","","Tops (i.e., canopy) phosphorus concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","TOPS N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_P_conc","12","GP%D","4","GPPCD","","","Grain phosphorus concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","GRAIN N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_P_concentration","20","LP%D","4","LPPCD","","","Leaf phosphorus concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","LEAF N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"plant_P_conc","12","PLP%D","5","PLPPCD","","","Whole plant P concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"root_P_conc","11","RTP%D","5","RTPPCD","","","Root P concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"shoot_P_conc","12","SHP%D","5","SHPPCD","","","P concentration in leaf and stem","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"shell_P_conc","12","SLP%D","5","SLPPCD","","","Shell P concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"stem_P_conc","11","SP%D","4","SPPCD","","","Stem phosphorus concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","STEM N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_P_conc","12","UP%D","4","UPPCD","","","Tuber phosphorus concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","Tuber N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"veg_stem_leaf_P_conc","20","VP%D","4","VPPCD","","","Veg (stem+leaf) phosphorus concentration","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","Veg N %",".","0","","","1","-1","","","","","","","","","","","","","",""
"plant_death_temperature","23","TKILL","5","TKILL","","","Temperature for plant death (dynamic)","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","pl death tmp °„C",".","","","D","0","-1","","","","","","","","","","","","","",""
"reserve_P_per_plant","19","RSVP","4","RSVP","","","Reserve phosphorus on per plant basis","g/[plant]","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","Reserve N g/p",".","0","","","1","-1","","","","","","","","","","","","","",""
"chaff_P_content","15","CHPAD","5","CHPAD","","","Chaff phosphorus","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_P","6","CPAD","4","CPAD","","","Phosphorus in above ground plant parts","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","CROP N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_P","7","GPAD","4","GPAD","","","Grain phosphorus content","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","GRAIN P kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"leaf_P","6","LPAD","4","LPAD","","","Leaf phosphorus","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","LEAF N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"plant_P","7","PPAD","4","PPAD","","","P content in plant","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"stable_P_kg/ha","14","PSTTD","5","PSTTD","","","Total stable soil P                         .","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","Stable P kg/ha","","0","","","1","-1","","","","","","","","","","","","","",""
"P_uptake_cum","12","PUPC","4","PUPC","","","Seasonal cumulative P uptake","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","","","0","","D","1","-1","","","","","","","","","","","","","",""
"reserve_P","9","RSPAD","5","RSPAD","","","Reserve phosphorus","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","Reserve N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"root_P","6","RTPAD","5","RTPAD","","","P content in roots on sampling day","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","ROOT N kg/ha","RPAD","0","","","1","-1","","","","","","","","","","","","","",""
"shell_P","7","SHLPD","5","SHLPD","","","P content in shell (kg[P]/ha)","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"shoot_P","7","SHPAD","5","SHPAD","","","P content in leaf and stem (kg[P]/ha)","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","","","0","","","1","-1","","","","","","","","","","","","","",""
"stem_P","6","SPAD","4","SPAD","","","Stem phosphorus","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","Stem N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_(ie_canopy)_P","18","TPAD","4","TPAD","","","Tops (ie canopy) phosphorus","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","TOPS N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_stem_leaf_P","17","TUPA","4","TUPA","","","Tuber+stem+leaf phosphorus","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","Total N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"tuber_P","7","UPAD","4","UPAD","","","Tuber phosphorus","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","Tuber N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"vegetative_P_content","20","VPAD","4","VPAD","","","Veg (stem+leaf) phosphorus","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","Vege N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"dead_P_increment","16","DPAG","4","DPAG","","","Dead phosphorus increment","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","DEAD N kg/(ha.d)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"P_uptake_day","12","PUPD","4","PUPD","","","P uptake","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","","","0","","D","1","-1","","","","","","","","","","","","","",""
"phosphorus_harvest_index","24","PHID","4","PHID","","","Harvest index for P on sampling date","unitless","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS","2513","1","","HARVEST N INDEX",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_K","6","CKAD","4","CKAD","","","Potassium in above ground plant parts","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS","2513","1","2019-07-01, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_S","6","CSAD","4","CSAD","","","Sulfur in above ground plant parts","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS","2513","1","2019-07-01, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_Fe","7","CFEAD","5","CFEAD","","","Iron in above ground plant parts","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS","2513","1","2019-07-01, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"tops_Zn","7","CZNAD","5","CZNAD","","","Zinc in above ground plant parts","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS","2513","1","2019-07-01, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_K","7","GKAD","4","GKAD","","","Grain potassium content","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS","2513","1","2019-06-18, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"grain_S","7","GSAD","4","GSAD","","","Grain sulfur content","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NUTRIENTS","2513","1","2019-07-01, CHP","",".","0","","","1","-1","","","","","","","","","","","","","",""
"treatment_lev_ID","16","OBS_TRT_ID","10","OBS_TRT_ID","1","1","Treatment id for observed data, unique internal ID","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"year","4","YEAR","4","fd_YEAR","2","1","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","0","","","","","","","1","-2","","","","","","","","","","","","","",""
